phase_id,frame_name,frame_number,score_1,score_2,score_3,score_4,score_5
P5_V7_Phase39,frame18075.jpg,18075,5.0,4.0,3.0,4.0,4.0
P5_V7_Phase39,frame18076.jpg,18076,5.0,4.0,3.0,4.0,4.0
P5_V7_Phase39,frame18077.jpg,18077,5.0,4.0,3.0,4.0,4.0
P5_V7_Phase39,frame18078.jpg,18078,5.0,4.0,3.0,4.0,4.0
P5_V7_Phase5,frame2363.jpg,2363,2.0,1.0,0.0,1.0,1.0
P5_V7_Phase5,frame2364.jpg,2364,2.0,1.0,0.0,1.0,1.0
P5_V7_Phase5,frame2365.jpg,2365,2.0,1.0,0.0,1.0,1.0
P5_V7_Phase5,frame2366.jpg,2366,2.0,1.0,0.0,1.0,1.0
P5_V7_Phase9,frame4030.jpg,4030,2.0,1.0,2.0,1.0,2.0
P5_V7_Phase9,frame4031.jpg,4031,2.0,1.0,2.0,1.0,2.0
P5_V7_Phase9,frame4032.jpg,4032,2.0,1.0,2.0,1.0,2.0
P5_V7_Phase9,frame4033.jpg,4033,2.0,1.0,2.0,1.0,2.0
P5_V8_Phase19,frame7377.jpg,7377,9.0,9.0,9.0,9.0,9.0
P5_V8_Phase19,frame7378.jpg,7378,9.0,9.0,9.0,9.0,9.0
P5_V8_Phase19,frame7379.jpg,7379,9.0,9.0,9.0,9.0,9.0
P5_V8_Phase19,frame7380.jpg,7380,9.0,9.0,9.0,9.0,9.0
P5_V8_Phase40,frame15319.jpg,15319,7.0,7.0,6.0,6.0,7.0
P5_V8_Phase40,frame15320.jpg,15320,7.0,7.0,6.0,6.0,7.0
P5_V8_Phase40,frame15321.jpg,15321,7.0,7.0,6.0,6.0,7.0
P5_V8_Phase40,frame15322.jpg,15322,7.0,7.0,6.0,6.0,7.0
P5_V8_Phase42,frame15842.jpg,15842,5.0,4.0,4.0,5.0,4.0
P5_V8_Phase42,frame15843.jpg,15843,5.0,4.0,4.0,5.0,4.0
P5_V8_Phase42,frame15844.jpg,15844,5.0,4.0,4.0,5.0,4.0
P5_V8_Phase42,frame15845.jpg,15845,5.0,4.0,4.0,5.0,4.0
P5_V8_Phase44,frame16429.jpg,16429,7.0,7.0,6.0,6.0,7.0
P5_V8_Phase44,frame16430.jpg,16430,7.0,7.0,6.0,6.0,7.0
P5_V8_Phase44,frame16431.jpg,16431,7.0,7.0,6.0,6.0,7.0
P5_V8_Phase44,frame16432.jpg,16432,7.0,7.0,6.0,6.0,7.0
P5_V8_Phase46,frame17403.jpg,17403,2.0,1.0,1.0,2.0,2.0
P5_V8_Phase46,frame17404.jpg,17404,2.0,1.0,1.0,2.0,2.0
P5_V8_Phase46,frame17405.jpg,17405,2.0,1.0,1.0,2.0,2.0
P5_V8_Phase46,frame17406.jpg,17406,2.0,1.0,1.0,2.0,2.0
P5_V8_Phase50,frame19972.jpg,19972,9.0,9.0,9.0,9.0,9.0
P5_V8_Phase50,frame19973.jpg,19973,9.0,9.0,9.0,9.0,9.0
P5_V8_Phase50,frame19974.jpg,19974,9.0,9.0,9.0,9.0,9.0
P5_V8_Phase50,frame19975.jpg,19975,9.0,9.0,9.0,9.0,9.0
P5_V9_Phase11,frame6110.jpg,6110,9.0,9.0,9.0,9.0,8.0
P5_V9_Phase11,frame6111.jpg,6111,9.0,9.0,9.0,9.0,8.0
P5_V9_Phase11,frame6112.jpg,6112,9.0,9.0,9.0,9.0,8.0
P5_V9_Phase11,frame6113.jpg,6113,9.0,9.0,9.0,9.0,8.0
P5_V9_Phase15,frame10063.jpg,10063,9.0,8.0,8.0,9.0,8.0
P5_V9_Phase15,frame10064.jpg,10064,9.0,8.0,8.0,9.0,8.0
P5_V9_Phase15,frame10065.jpg,10065,9.0,8.0,8.0,9.0,8.0
P5_V9_Phase15,frame10066.jpg,10066,9.0,8.0,8.0,9.0,8.0
P5_V9_Phase19,frame12470.jpg,12470,5.0,4.0,4.0,5.0,5.0
P5_V9_Phase19,frame12471.jpg,12471,5.0,4.0,4.0,5.0,5.0
P5_V9_Phase19,frame12472.jpg,12472,5.0,4.0,4.0,5.0,5.0
P5_V9_Phase19,frame12473.jpg,12473,5.0,4.0,4.0,5.0,5.0
P5_V9_Phase3,frame1215.jpg,1215,9.0,8.0,9.0,8.0,9.0
P5_V9_Phase3,frame1216.jpg,1216,9.0,8.0,9.0,8.0,9.0
P5_V9_Phase3,frame1217.jpg,1217,9.0,8.0,9.0,8.0,9.0
P5_V9_Phase3,frame1218.jpg,1218,9.0,8.0,9.0,8.0,9.0
P5_V9_Phase5,frame2362.jpg,2362,5.0,4.0,5.0,4.0,5.0
P5_V9_Phase5,frame2363.jpg,2363,5.0,4.0,5.0,4.0,5.0
P5_V9_Phase5,frame2364.jpg,2364,5.0,4.0,5.0,4.0,5.0
P5_V9_Phase5,frame2365.jpg,2365,5.0,4.0,5.0,4.0,5.0
P5_V9_Phase7,frame3805.jpg,3805,2.0,2.0,1.0,1.0,2.0
P5_V9_Phase7,frame3806.jpg,3806,2.0,2.0,1.0,1.0,2.0
P5_V9_Phase7,frame3807.jpg,3807,2.0,2.0,1.0,1.0,2.0
P5_V9_Phase7,frame3808.jpg,3808,2.0,2.0,1.0,1.0,2.0
P6_V10_Phase14,frame8891.jpg,8891,2.0,1.0,0.0,1.0,2.0
P6_V10_Phase14,frame8892.jpg,8892,2.0,1.0,0.0,1.0,2.0
P6_V10_Phase14,frame8893.jpg,8893,2.0,1.0,0.0,1.0,2.0
P6_V10_Phase14,frame8894.jpg,8894,2.0,1.0,0.0,1.0,2.0
P6_V10_Phase18,frame11234.jpg,11234,0.0,0.0,0.0,0.0,0.0
P6_V10_Phase18,frame11235.jpg,11235,0.0,0.0,0.0,0.0,0.0
P6_V10_Phase18,frame11236.jpg,11236,0.0,0.0,0.0,0.0,0.0
P6_V10_Phase18,frame11237.jpg,11237,0.0,0.0,0.0,0.0,0.0
P6_V11_Phase12,frame6123.jpg,6123,1.0,0.0,0.0,0.0,0.0
P6_V11_Phase12,frame6124.jpg,6124,1.0,0.0,0.0,0.0,0.0
P6_V11_Phase12,frame6125.jpg,6125,1.0,0.0,0.0,0.0,0.0
P6_V11_Phase12,frame6126.jpg,6126,1.0,0.0,0.0,0.0,0.0
P6_V11_Phase16,frame9681.jpg,9681,7.0,7.0,7.0,6.0,6.0
P6_V11_Phase16,frame9682.jpg,9682,7.0,7.0,7.0,6.0,6.0
P6_V11_Phase16,frame9683.jpg,9683,7.0,7.0,7.0,6.0,6.0
P6_V11_Phase16,frame9684.jpg,9684,7.0,7.0,7.0,6.0,6.0
P6_V11_Phase3,frame1061.jpg,1061,7.0,6.0,7.0,6.0,7.0
P6_V11_Phase3,frame1062.jpg,1062,7.0,6.0,7.0,6.0,7.0
P6_V11_Phase3,frame1063.jpg,1063,7.0,6.0,7.0,6.0,7.0
P6_V11_Phase3,frame1064.jpg,1064,7.0,6.0,7.0,6.0,7.0
P6_V11_Phase7,frame3229.jpg,3229,9.0,8.0,9.0,8.0,8.0
P6_V11_Phase7,frame3230.jpg,3230,9.0,8.0,9.0,8.0,8.0
P6_V11_Phase7,frame3231.jpg,3231,9.0,8.0,9.0,8.0,8.0
P6_V11_Phase7,frame3232.jpg,3232,9.0,8.0,9.0,8.0,8.0
P6_V12_Phase28,frame17707.jpg,17707,2.0,1.0,2.0,1.0,1.0
P6_V12_Phase28,frame17708.jpg,17708,2.0,1.0,2.0,1.0,1.0
P6_V12_Phase28,frame17709.jpg,17709,2.0,1.0,2.0,1.0,1.0
P6_V12_Phase28,frame17710.jpg,17710,2.0,1.0,2.0,1.0,1.0
P6_V12_Phase32,frame19816.jpg,19816,7.0,6.0,6.0,7.0,6.0
P6_V12_Phase32,frame19817.jpg,19817,7.0,6.0,6.0,7.0,6.0
P6_V12_Phase32,frame19818.jpg,19818,7.0,6.0,6.0,7.0,6.0
P6_V12_Phase32,frame19819.jpg,19819,7.0,6.0,6.0,7.0,6.0
P6_V12_Phase6,frame2500.jpg,2500,2.0,2.0,1.0,1.0,2.0
P6_V12_Phase6,frame2501.jpg,2501,2.0,2.0,1.0,1.0,2.0
P6_V12_Phase6,frame2502.jpg,2502,2.0,2.0,1.0,1.0,2.0
P6_V12_Phase6,frame2503.jpg,2503,2.0,2.0,1.0,1.0,2.0
P6_V12_Phase8,frame3449.jpg,3449,7.0,7.0,6.0,6.0,7.0
P6_V12_Phase8,frame3450.jpg,3450,7.0,7.0,6.0,6.0,7.0
P6_V12_Phase8,frame3451.jpg,3451,7.0,7.0,6.0,6.0,7.0
P6_V12_Phase8,frame3452.jpg,3452,7.0,7.0,6.0,6.0,7.0
P6_V15_Phase2,frame801.jpg,801,2.0,1.0,1.0,2.0,2.0
P6_V15_Phase2,frame802.jpg,802,2.0,1.0,1.0,2.0,2.0
P6_V15_Phase2,frame803.jpg,803,2.0,1.0,1.0,2.0,2.0
P6_V15_Phase2,frame804.jpg,804,2.0,1.0,1.0,2.0,2.0
P6_V15_Phase23,frame17098.jpg,17098,1.0,0.0,1.0,0.0,1.0
P6_V15_Phase23,frame17099.jpg,17099,1.0,0.0,1.0,0.0,1.0
P6_V15_Phase23,frame17100.jpg,17100,1.0,0.0,1.0,0.0,1.0
P6_V15_Phase23,frame17101.jpg,17101,1.0,0.0,1.0,0.0,1.0
P6_V15_Phase4,frame1875.jpg,1875,7.0,6.0,6.0,7.0,7.0
P6_V15_Phase4,frame1876.jpg,1876,7.0,6.0,6.0,7.0,7.0
P6_V15_Phase4,frame1877.jpg,1877,7.0,6.0,6.0,7.0,7.0
P6_V15_Phase4,frame1878.jpg,1878,7.0,6.0,6.0,7.0,7.0
P6_V15_Phase6,frame2870.jpg,2870,2.0,2.0,1.0,2.0,2.0
P6_V15_Phase6,frame2871.jpg,2871,2.0,2.0,1.0,2.0,2.0
P6_V15_Phase6,frame2872.jpg,2872,2.0,2.0,1.0,2.0,2.0
P6_V15_Phase6,frame2873.jpg,2873,2.0,2.0,1.0,2.0,2.0
P6_V16_Phase19,frame12619.jpg,12619,9.0,8.0,9.0,8.0,9.0
P6_V16_Phase19,frame12620.jpg,12620,9.0,8.0,9.0,8.0,9.0
P6_V16_Phase19,frame12621.jpg,12621,9.0,8.0,9.0,8.0,9.0
P6_V16_Phase19,frame12622.jpg,12622,9.0,8.0,9.0,8.0,9.0
P6_V16_Phase3,frame885.jpg,885,7.0,6.0,7.0,6.0,7.0
P6_V16_Phase3,frame886.jpg,886,7.0,6.0,7.0,6.0,7.0
P6_V16_Phase3,frame887.jpg,887,7.0,6.0,7.0,6.0,7.0
P6_V16_Phase3,frame888.jpg,888,7.0,6.0,7.0,6.0,7.0
P6_V16_Phase7,frame3802.jpg,3802,2.0,2.0,1.0,1.0,2.0
P6_V16_Phase7,frame3803.jpg,3803,2.0,2.0,1.0,1.0,2.0
P6_V16_Phase7,frame3804.jpg,3804,2.0,2.0,1.0,1.0,2.0
P6_V16_Phase7,frame3805.jpg,3805,2.0,2.0,1.0,1.0,2.0
P6_V17_Phase13,frame8572.jpg,8572,2.0,2.0,1.0,2.0,2.0
P6_V17_Phase13,frame8573.jpg,8573,2.0,2.0,1.0,2.0,2.0
P6_V17_Phase13,frame8574.jpg,8574,2.0,2.0,1.0,2.0,2.0
P6_V17_Phase13,frame8575.jpg,8575,2.0,2.0,1.0,2.0,2.0
P6_V17_Phase17,frame12076.jpg,12076,7.0,7.0,7.0,6.0,7.0
P6_V17_Phase17,frame12077.jpg,12077,7.0,7.0,7.0,6.0,7.0
P6_V17_Phase17,frame12078.jpg,12078,7.0,7.0,7.0,6.0,7.0
P6_V17_Phase17,frame12079.jpg,12079,7.0,7.0,7.0,6.0,7.0
P6_V18_Phase1,frame44.jpg,44,7.0,6.0,7.0,6.0,7.0
P6_V18_Phase1,frame45.jpg,45,7.0,6.0,7.0,6.0,7.0
P6_V18_Phase1,frame46.jpg,46,7.0,6.0,7.0,6.0,7.0
P6_V18_Phase1,frame47.jpg,47,7.0,6.0,7.0,6.0,7.0
P6_V18_Phase23,frame15394.jpg,15394,7.0,6.0,6.0,7.0,7.0
P6_V18_Phase23,frame15395.jpg,15395,7.0,6.0,6.0,7.0,7.0
P6_V18_Phase23,frame15396.jpg,15396,7.0,6.0,6.0,7.0,7.0
P6_V18_Phase23,frame15397.jpg,15397,7.0,6.0,6.0,7.0,7.0
P6_V18_Phase25,frame16414.jpg,16414,2.0,2.0,1.0,2.0,2.0
P6_V18_Phase25,frame16415.jpg,16415,2.0,2.0,1.0,2.0,2.0
P6_V18_Phase25,frame16416.jpg,16416,2.0,2.0,1.0,2.0,2.0
P6_V18_Phase25,frame16417.jpg,16417,2.0,2.0,1.0,2.0,2.0
P6_V18_Phase27,frame17362.jpg,17362,6.0,5.0,6.0,5.0,6.0
P6_V18_Phase27,frame17363.jpg,17363,6.0,5.0,6.0,5.0,6.0
P6_V18_Phase27,frame17364.jpg,17364,6.0,5.0,6.0,5.0,6.0
P6_V18_Phase27,frame17365.jpg,17365,6.0,5.0,6.0,5.0,6.0
P6_V18_Phase31,frame19346.jpg,19346,5.0,4.0,5.0,4.0,5.0
P6_V18_Phase31,frame19347.jpg,19347,5.0,4.0,5.0,4.0,5.0
P6_V18_Phase31,frame19348.jpg,19348,5.0,4.0,5.0,4.0,5.0
P6_V18_Phase31,frame19349.jpg,19349,5.0,4.0,5.0,4.0,5.0
P6_V18_Phase35,frame21780.jpg,21780,5.0,5.0,4.0,4.0,5.0
P6_V18_Phase35,frame21781.jpg,21781,5.0,5.0,4.0,4.0,5.0
P6_V18_Phase35,frame21782.jpg,21782,5.0,5.0,4.0,4.0,5.0
P6_V18_Phase35,frame21783.jpg,21783,5.0,5.0,4.0,4.0,5.0
P6_V18_Phase5,frame1984.jpg,1984,2.0,2.0,1.0,1.0,2.0
P6_V18_Phase5,frame1985.jpg,1985,2.0,2.0,1.0,1.0,2.0
P6_V18_Phase5,frame1986.jpg,1986,2.0,2.0,1.0,1.0,2.0
P6_V18_Phase5,frame1987.jpg,1987,2.0,2.0,1.0,1.0,2.0
P6_V18_Phase7,frame3027.jpg,3027,2.0,2.0,1.0,2.0,1.0
P6_V18_Phase7,frame3028.jpg,3028,2.0,2.0,1.0,2.0,1.0
P6_V18_Phase7,frame3029.jpg,3029,2.0,2.0,1.0,2.0,1.0
P6_V18_Phase7,frame3030.jpg,3030,2.0,2.0,1.0,2.0,1.0
P6_V19_Phase21,frame8122.jpg,8122,9.0,9.0,9.0,8.0,9.0
P6_V19_Phase21,frame8123.jpg,8123,9.0,9.0,9.0,8.0,9.0
P6_V19_Phase21,frame8124.jpg,8124,9.0,9.0,9.0,8.0,9.0
P6_V19_Phase21,frame8125.jpg,8125,9.0,9.0,9.0,8.0,9.0
P6_V19_Phase25,frame9934.jpg,9934,7.0,7.0,6.0,6.0,7.0
P6_V19_Phase25,frame9935.jpg,9935,7.0,7.0,6.0,6.0,7.0
P6_V19_Phase25,frame9936.jpg,9936,7.0,7.0,6.0,6.0,7.0
P6_V19_Phase25,frame9937.jpg,9937,7.0,7.0,6.0,6.0,7.0
P6_V19_Phase29,frame13099.jpg,13099,9.0,8.0,9.0,8.0,9.0
P6_V19_Phase29,frame13100.jpg,13100,9.0,8.0,9.0,8.0,9.0
P6_V19_Phase29,frame13101.jpg,13101,9.0,8.0,9.0,8.0,9.0
P6_V19_Phase29,frame13102.jpg,13102,9.0,8.0,9.0,8.0,9.0
P6_V1_Phase23,frame10191.jpg,10191,7.0,6.0,7.0,6.0,7.0
P6_V1_Phase23,frame10192.jpg,10192,7.0,6.0,7.0,6.0,7.0
P6_V1_Phase23,frame10193.jpg,10193,7.0,6.0,7.0,6.0,7.0
P6_V1_Phase23,frame10194.jpg,10194,7.0,6.0,7.0,6.0,7.0
P6_V1_Phase27,frame12177.jpg,12177,0.0,0.0,0.0,0.0,0.0
P6_V1_Phase27,frame12178.jpg,12178,0.0,0.0,0.0,0.0,0.0
P6_V1_Phase27,frame12179.jpg,12179,0.0,0.0,0.0,0.0,0.0
P6_V1_Phase27,frame12180.jpg,12180,0.0,0.0,0.0,0.0,0.0
P6_V20_Phase1,frame359.jpg,359,9.0,9.0,8.0,8.0,9.0
P6_V20_Phase1,frame360.jpg,360,9.0,9.0,8.0,8.0,9.0
P6_V20_Phase1,frame361.jpg,361,9.0,9.0,8.0,8.0,9.0
P6_V20_Phase1,frame362.jpg,362,9.0,9.0,8.0,8.0,9.0
P6_V20_Phase3,frame836.jpg,836,7.0,7.0,7.0,6.0,7.0
P6_V20_Phase3,frame837.jpg,837,7.0,7.0,7.0,6.0,7.0
P6_V20_Phase3,frame838.jpg,838,7.0,7.0,7.0,6.0,7.0
P6_V20_Phase3,frame839.jpg,839,7.0,7.0,7.0,6.0,7.0
P6_V20_Phase7,frame2208.jpg,2208,6.0,6.0,5.0,5.0,6.0
P6_V20_Phase7,frame2209.jpg,2209,6.0,6.0,5.0,5.0,6.0
P6_V20_Phase7,frame2210.jpg,2210,6.0,6.0,5.0,5.0,6.0
P6_V20_Phase7,frame2211.jpg,2211,6.0,6.0,5.0,5.0,6.0
P6_V21_Phase10,frame5292.jpg,5292,7.0,7.0,7.0,5.0,6.0
P6_V21_Phase10,frame5293.jpg,5293,7.0,7.0,7.0,5.0,6.0
P6_V21_Phase10,frame5294.jpg,5294,7.0,7.0,7.0,5.0,6.0
P6_V21_Phase10,frame5295.jpg,5295,7.0,7.0,7.0,5.0,6.0
P6_V21_Phase14,frame7571.jpg,7571,9.0,8.0,9.0,8.0,8.0
P6_V21_Phase14,frame7572.jpg,7572,9.0,8.0,9.0,8.0,8.0
P6_V21_Phase14,frame7573.jpg,7573,9.0,8.0,9.0,8.0,8.0
P6_V21_Phase14,frame7574.jpg,7574,9.0,8.0,9.0,8.0,8.0
P6_V21_Phase18,frame11383.jpg,11383,2.0,2.0,1.0,1.0,2.0
P6_V21_Phase18,frame11384.jpg,11384,2.0,2.0,1.0,1.0,2.0
P6_V21_Phase18,frame11385.jpg,11385,2.0,2.0,1.0,1.0,2.0
P6_V21_Phase18,frame11386.jpg,11386,2.0,2.0,1.0,1.0,2.0
P6_V23_Phase2,frame712.jpg,712,7.0,6.0,6.0,7.0,6.0
P6_V23_Phase2,frame713.jpg,713,7.0,6.0,6.0,7.0,6.0
P6_V23_Phase2,frame714.jpg,714,7.0,6.0,6.0,7.0,6.0
P6_V23_Phase2,frame715.jpg,715,7.0,6.0,6.0,7.0,6.0
P6_V23_Phase20,frame8389.jpg,8389,7.0,6.0,7.0,6.0,7.0
P6_V23_Phase20,frame8390.jpg,8390,7.0,6.0,7.0,6.0,7.0
P6_V23_Phase20,frame8391.jpg,8391,7.0,6.0,7.0,6.0,7.0
P6_V23_Phase20,frame8392.jpg,8392,7.0,6.0,7.0,6.0,7.0
P6_V23_Phase6,frame2501.jpg,2501,2.0,2.0,1.0,2.0,1.0
P6_V23_Phase6,frame2502.jpg,2502,2.0,2.0,1.0,2.0,1.0
P6_V23_Phase6,frame2503.jpg,2503,2.0,2.0,1.0,2.0,1.0
P6_V23_Phase6,frame2504.jpg,2504,2.0,2.0,1.0,2.0,1.0
P6_V24_Phase2,frame586.jpg,586,7.0,7.0,6.0,7.0,6.0
P6_V24_Phase2,frame587.jpg,587,7.0,7.0,6.0,7.0,6.0
P6_V24_Phase2,frame588.jpg,588,7.0,7.0,6.0,7.0,6.0
P6_V24_Phase2,frame589.jpg,589,7.0,7.0,6.0,7.0,6.0
P6_V24_Phase6,frame1732.jpg,1732,9.0,8.0,9.0,8.0,9.0
P6_V24_Phase6,frame1733.jpg,1733,9.0,8.0,9.0,8.0,9.0
P6_V24_Phase6,frame1734.jpg,1734,9.0,8.0,9.0,8.0,9.0
P6_V24_Phase6,frame1735.jpg,1735,9.0,8.0,9.0,8.0,9.0
P6_V25_Phase21,frame10580.jpg,10580,6.0,6.0,5.0,6.0,5.0
P6_V25_Phase21,frame10581.jpg,10581,6.0,6.0,5.0,6.0,5.0
P6_V25_Phase21,frame10582.jpg,10582,6.0,6.0,5.0,6.0,5.0
P6_V25_Phase21,frame10583.jpg,10583,6.0,6.0,5.0,6.0,5.0
P6_V25_Phase25,frame11818.jpg,11818,9.0,9.0,9.0,9.0,9.0
P6_V25_Phase25,frame11819.jpg,11819,9.0,9.0,9.0,9.0,9.0
P6_V25_Phase25,frame11820.jpg,11820,9.0,9.0,9.0,9.0,9.0
P6_V25_Phase25,frame11821.jpg,11821,9.0,9.0,9.0,9.0,9.0
P6_V25_Phase29,frame13691.jpg,13691,6.0,6.0,5.0,5.0,6.0
P6_V25_Phase29,frame13692.jpg,13692,6.0,6.0,5.0,5.0,6.0
P6_V25_Phase29,frame13693.jpg,13693,6.0,6.0,5.0,5.0,6.0
P6_V25_Phase29,frame13694.jpg,13694,6.0,6.0,5.0,5.0,6.0
P6_V25_Phase31,frame14251.jpg,14251,7.0,6.0,6.0,7.0,6.0
P6_V25_Phase31,frame14252.jpg,14252,7.0,6.0,6.0,7.0,6.0
P6_V25_Phase31,frame14253.jpg,14253,7.0,6.0,6.0,7.0,6.0
P6_V25_Phase31,frame14254.jpg,14254,7.0,6.0,6.0,7.0,6.0
P6_V25_Phase33,frame15785.jpg,15785,8.0,7.0,7.0,8.0,8.0
P6_V25_Phase33,frame15786.jpg,15786,8.0,7.0,7.0,8.0,8.0
P6_V25_Phase33,frame15787.jpg,15787,8.0,7.0,7.0,8.0,8.0
P6_V25_Phase33,frame15788.jpg,15788,8.0,7.0,7.0,8.0,8.0
P6_V25_Phase35,frame16644.jpg,16644,9.0,9.0,9.0,7.0,8.0
P6_V25_Phase35,frame16645.jpg,16645,9.0,9.0,9.0,7.0,8.0
P6_V25_Phase35,frame16646.jpg,16646,9.0,9.0,9.0,7.0,8.0
P6_V25_Phase35,frame16647.jpg,16647,9.0,9.0,9.0,7.0,8.0
P6_V25_Phase37,frame17228.jpg,17228,5.0,4.0,5.0,4.0,5.0
P6_V25_Phase37,frame17229.jpg,17229,5.0,4.0,5.0,4.0,5.0
P6_V25_Phase37,frame17230.jpg,17230,5.0,4.0,5.0,4.0,5.0
P6_V25_Phase37,frame17231.jpg,17231,5.0,4.0,5.0,4.0,5.0
P6_V26_Phase19,frame7133.jpg,7133,8.0,7.0,6.0,7.0,7.0
P6_V26_Phase19,frame7134.jpg,7134,8.0,7.0,6.0,7.0,7.0
P6_V26_Phase19,frame7135.jpg,7135,8.0,7.0,6.0,7.0,7.0
P6_V26_Phase19,frame7136.jpg,7136,8.0,7.0,6.0,7.0,7.0
P6_V27_Phase11,frame7942.jpg,7942,9.0,8.0,9.0,8.0,9.0
P6_V27_Phase11,frame7943.jpg,7943,9.0,8.0,9.0,8.0,9.0
P6_V27_Phase11,frame7944.jpg,7944,9.0,8.0,9.0,8.0,9.0
P6_V27_Phase11,frame7945.jpg,7945,9.0,8.0,9.0,8.0,9.0
P6_V27_Phase15,frame10889.jpg,10889,9.0,8.0,8.0,9.0,8.0
P6_V27_Phase15,frame10890.jpg,10890,9.0,8.0,8.0,9.0,8.0
P6_V27_Phase15,frame10891.jpg,10891,9.0,8.0,8.0,9.0,8.0
P6_V27_Phase15,frame10892.jpg,10892,9.0,8.0,8.0,9.0,8.0
P6_V27_Phase19,frame13059.jpg,13059,7.0,7.0,6.0,7.0,6.0
P6_V27_Phase19,frame13060.jpg,13060,7.0,7.0,6.0,7.0,6.0
P6_V27_Phase19,frame13061.jpg,13061,7.0,7.0,6.0,7.0,6.0
P6_V27_Phase19,frame13062.jpg,13062,7.0,7.0,6.0,7.0,6.0
P6_V27_Phase40,frame22444.jpg,22444,5.0,4.0,5.0,4.0,4.0
P6_V27_Phase40,frame22445.jpg,22445,5.0,4.0,5.0,4.0,4.0
P6_V27_Phase40,frame22446.jpg,22446,5.0,4.0,5.0,4.0,4.0
P6_V27_Phase40,frame22447.jpg,22447,5.0,4.0,5.0,4.0,4.0
P6_V28_Phase21,frame11326.jpg,11326,5.0,4.0,4.0,5.0,4.0
P6_V28_Phase21,frame11327.jpg,11327,5.0,4.0,4.0,5.0,4.0
P6_V28_Phase21,frame11328.jpg,11328,5.0,4.0,4.0,5.0,4.0
P6_V28_Phase21,frame11329.jpg,11329,5.0,4.0,4.0,5.0,4.0
P6_V28_Phase23,frame13250.jpg,13250,7.0,7.0,7.0,6.0,7.0
P6_V28_Phase23,frame13251.jpg,13251,7.0,7.0,7.0,6.0,7.0
P6_V28_Phase23,frame13252.jpg,13252,7.0,7.0,7.0,6.0,7.0
P6_V28_Phase23,frame13253.jpg,13253,7.0,7.0,7.0,6.0,7.0
P6_V28_Phase25,frame15977.jpg,15977,7.0,7.0,7.0,6.0,6.0
P6_V28_Phase25,frame15978.jpg,15978,7.0,7.0,7.0,6.0,6.0
P6_V28_Phase25,frame15979.jpg,15979,7.0,7.0,7.0,6.0,6.0
P6_V28_Phase25,frame15980.jpg,15980,7.0,7.0,7.0,6.0,6.0
P6_V28_Phase33,frame20956.jpg,20956,7.0,7.0,6.0,6.0,7.0
P6_V28_Phase33,frame20957.jpg,20957,7.0,7.0,6.0,6.0,7.0
P6_V28_Phase33,frame20958.jpg,20958,7.0,7.0,6.0,6.0,7.0
P6_V28_Phase33,frame20959.jpg,20959,7.0,7.0,6.0,6.0,7.0
P6_V28_Phase37,frame22968.jpg,22968,5.0,5.0,4.0,5.0,4.0
P6_V28_Phase37,frame22969.jpg,22969,5.0,5.0,4.0,5.0,4.0
P6_V28_Phase37,frame22970.jpg,22970,5.0,5.0,4.0,5.0,4.0
P6_V28_Phase37,frame22971.jpg,22971,5.0,5.0,4.0,5.0,4.0
P6_V29_Phase1,frame232.jpg,232,9.0,8.0,8.0,9.0,8.0
P6_V29_Phase1,frame233.jpg,233,9.0,8.0,8.0,9.0,8.0
P6_V29_Phase1,frame234.jpg,234,9.0,8.0,8.0,9.0,8.0
P6_V29_Phase1,frame235.jpg,235,9.0,8.0,8.0,9.0,8.0
P6_V29_Phase23,frame17738.jpg,17738,5.0,4.0,4.0,5.0,4.0
P6_V29_Phase23,frame17739.jpg,17739,5.0,4.0,4.0,5.0,4.0
P6_V29_Phase23,frame17740.jpg,17740,5.0,4.0,4.0,5.0,4.0
P6_V29_Phase23,frame17741.jpg,17741,5.0,4.0,4.0,5.0,4.0
P6_V29_Phase27,frame20646.jpg,20646,4.0,5.0,4.0,3.0,4.0
P6_V29_Phase27,frame20647.jpg,20647,4.0,5.0,4.0,3.0,4.0
P6_V29_Phase27,frame20648.jpg,20648,4.0,5.0,4.0,3.0,4.0
P6_V29_Phase27,frame20649.jpg,20649,4.0,5.0,4.0,3.0,4.0
P6_V29_Phase5,frame2813.jpg,2813,4.0,3.0,3.0,4.0,4.0
P6_V29_Phase5,frame2814.jpg,2814,4.0,3.0,3.0,4.0,4.0
P6_V29_Phase5,frame2815.jpg,2815,4.0,3.0,3.0,4.0,4.0
P6_V29_Phase5,frame2816.jpg,2816,4.0,3.0,3.0,4.0,4.0
P6_V29_Phase9,frame5442.jpg,5442,9.0,8.0,8.0,8.0,9.0
P6_V29_Phase9,frame5443.jpg,5443,9.0,8.0,8.0,8.0,9.0
P6_V29_Phase9,frame5444.jpg,5444,9.0,8.0,8.0,8.0,9.0
P6_V29_Phase9,frame5445.jpg,5445,9.0,8.0,8.0,8.0,9.0
P6_V2_Phase11,frame7188.jpg,7188,9.0,8.0,9.0,8.0,9.0
P6_V2_Phase11,frame7189.jpg,7189,9.0,8.0,9.0,8.0,9.0
P6_V2_Phase11,frame7190.jpg,7190,9.0,8.0,9.0,8.0,9.0
P6_V2_Phase11,frame7191.jpg,7191,9.0,8.0,9.0,8.0,9.0
P6_V2_Phase13,frame8062.jpg,8062,2.0,2.0,1.0,2.0,2.0
P6_V2_Phase13,frame8063.jpg,8063,2.0,2.0,1.0,2.0,2.0
